序号,单词,音标,基本释义,详细释义,英文释义,例句,例句释义
6136,cabbage,[?k?b?d?],卷心菜,n. 洋白菜，卷心菜,"a round vegetable with large green, purplish-red or white leaves that can be eaten raw or cooked",I am cutting up this cabbage to make a salad.,我正在切卷心菜来做沙拉。
6137,slack,[sl?k],松弛,adj.松弛的；懈怠的；萧条的；  v.变松弛；逃避工作,not stretched tight,"The rope was slack, so he was able to escape.",绳子松了，所以他得以逃脱。
6138,calmly,['kɑ:ml?],冷静地,adv.平静地,with self-possession (especially in times of stress),"Despite her naughty children and messy room, she still somehow manages to work calmly.",尽管孩子们调皮捣蛋，房间内乱七八糟，她还是设法平静地工作。
6139,dedication,[?ded??ke??n],奉献,n. 奉献，献身,the hard work and effort that somebody puts into an activity or a purpose because they think it is important,His dedication to finding the vaccine was very admirable.,他致力于疫苗研发，令人钦佩。
6140,rugged,[?r?g?d],崎岖,崎岖,,,
6141,boulder,[?b??ld?(r)],博尔德,博尔德,,,
6142,inequality,[??n??kw?l?ti],不等式,n. 不平等；不等式,"the unfair difference between groups of people in society, when some have more wealth, status or opportunities than others","There is an inequality in family status between cats, dogs and people.",猫、狗和人的家庭地位是不平等的。
6143,coherent,[k???h??r?nt],相干,adj. 协调一致的,,The coherent plan meant that everyone knew how to reach the target.,协调一致的计划意味着每个人都知道如何实现目标。
6144,kidnap,[?k?dn?p],绑架,v.绑架；诱拐,"to take somebody away illegally and keep them as a prisoner, especially in order to get money or something else for returning them",The girl was kidnapped by a strong male.,女孩被一个强壮的男人绑架了。
6145,earnest,[??:n?st],认真,adj.真诚的，诚挚的，认真的,very serious and sincere,"""Thank you very much!"" said the granny with an earnest expression on her face.",“非常感谢你！”这位老奶奶真诚地说道。
6146,apt,[?pt],易于,adj. 恰当的；有（做某事的）倾向,suitable or appropriate in the circumstances,What he said was an apt description of the situation.,他说的话是对这种情况恰如其分的描述。
6147,optimal,[??pt?m?l],最佳的,adj. 最佳的，最理想的,the best possible; producing the best possible results,Chopsticks would be the optimal choice to serve noodles.,筷子是吃面的最佳选择。
6148,simplicity,[s?m?pl?s?ti],简单,n.简单；简易,the quality of being easy to understand or use; the quality of being natural and plain,I love the simplicity of the single flower floating on the water.,我很喜欢一朵花漂浮在水面上这样简单的画面。
6149,staple,[?ste?pl],主食,vt.用订书钉订；  n.订书钉；主食；主要产品；  adj.主要的，基本的,to attach one thing to another using a staple or staples,Please staple the two sheets of paper together.,请把这两张纸订在一起。
6150,canned,[k?nd],罐头,罐头,,,
6151,plaque,[pl?k],牌匾,牌匾,,,
6152,autobiography,[??:t?ba???gr?fi],自传,n.自传；自传文学,"the story of a person’s life, written by that person; this type of writing",This scientist's autobiography inspired me a lot.,这位科学家的自传给了我很大的启发。
6153,preschool,[?pri:sku:l],学前班,学前班,,,
6154,confidential,[?k?nf??den?l],机密的,adj.机密的；表示信任的,meant to be kept secret and not told to or shared with other people,He destroyed the confidential document as soon as he had finished reading it.,他一读完机密文件就把它销毁了。
6155,superstar,[?su:p?stɑ:(r)],超级明星,超级明星,,,
6156,intensely,[?n'tensl?],强烈,强烈,,,
6157,sleek,[sli:k],光滑,光滑,,,
6158,windshield,[?w?nd?i:ld],挡风玻璃,挡风玻璃,,,
6159,dune,[dju:n],沙丘,沙丘,,,
6160,ambiguity,[??mb??gju:?ti],歧义,n. 模棱两可,the state of having more than one possible meaning; a word or statement that can be understood in more than one way,Ambiguities arose from the confusing picture.,这张图片模棱两可，容易让人产生误解。
6161,whiskey,['w?sk?],威士忌酒,威士忌酒,,,
6162,compatible,[k?m?p?t?bl],兼容的,adj.合得来的；和谐共存的,able to exist together without trouble or conflict :going together well,He is compatible with his friend because of their similar interests and opinions.,他和他的朋友很合得来，因为他们有相似的兴趣和观点。
6163,shipping,[???p??],船运,n.船运,the commercial enterprise of transporting goods and materials,Shipping costs are much lower than air freight.,船运的成本比空运低很多。
6164,indirectly,[??nd?'rektl?],间接,间接,,,
6165,susceptible,[s??sept?bl],易受影响的,adj. 易受感染的；易受影响的；多情的,"very likely to be influenced, harmed or affected by somebody/something",Young children are susceptible to disease.,小朋友容易感染疾病。
6166,deduction,[d??d?k?n],扣除,n.扣除，减除；推论；减除额,,There will be a 5% deduction of his salary because he's late for work.,因为他上班迟到，他的工资将被扣除5%。
6167,grilled,[gr?ld],烤,烤,,,
6168,tester,[?test?(r)],测试仪,测试仪,,,
6169,rinse,[r?ns],冲洗,冲洗,,,
6170,vigorously,['v?ɡ?r?sl?],大力,大力,,,
6171,appealing,[??pi:l??],吸引人,adj.吸引人的,attractive or interesting; showing that you want people to help you or to show you pity or sympathy,The kids found the smells from their mother's dinner quite appealing.,孩子们觉得母亲做的晚餐香味诱人。
6172,relentless,[r??lentl?s],狠,adj. 顽强的,remaining strict or determined,"It's almost 4 p.m., but the sun is still relentless.",都下午四点了，可太阳光还那么强烈。
6173,sunglasses,[?s?nglɑ:s?z],太阳镜,n. 太阳镜，墨镜,a pair of glasses with dark glass in them that you wear to protect your eyes from bright light from the sun,The sunglasses suit her so much.,这副太阳镜很适合她。
6174,inconsistent,[??nk?n?s?st?nt],不一致,不一致,,,
6175,interpersonal,[??nt??p?:s?nl],人际关系,adj. 人与人之间的,connected with relationships between people,We can use interconnected blue lines to illustrate interpersonal relationships.,我们可以用相互连接的蓝线来表现人与人之间的关系。
6176,vase,[vɑ:z],花瓶,n. 花瓶,a container that is used for holding flowers or for decoration,Beautiful flowers were kept in the red vase.,红色的花瓶中插着漂亮的花。
6177,canopy,[?k?n?pi],冠层,冠层,,,
6178,crumble,[?kr?mbl],崩溃,v. 弄碎；使破碎；崩溃；破灭；  n. 碎屑；面包屑,to break or break something into very small pieces,He crumbled the snack noodle into pieces before eating it.,他在吃干脆面之前，把它捏得碎碎的。
6179,staircase,[?ste?ke?s],楼梯,n. 楼梯,a set of stairs inside a building including the posts and rails (= banisters) that are fixed at the side,Just walk up the staircase to get to the second floor.,请走楼梯上二楼。
6180,fixture,[?f?kst??(r)],固定装置,n. 固定装置,a thing such as a bath/ bathtub or a toilet that is fixed in a house and that you do not take with you when you move house,Bathtubs and toilets are common fixtures in bathrooms.,浴缸和马桶是浴室中常见的固定装置。
6181,maternal,[m??t?:nl],母亲,adj.母亲的，母性的；母方的，母系的,of or relating to a woman who is having a baby,The crazy fans were showing their maternal love for the three boys.,狂热的粉丝们对三个男孩表达了母性般的爱。
6182,negotiator,[n??g???ie?t?(r)],谈判者,谈判者,,,
6183,vampire,[?v?mpa??(r)],吸血鬼,吸血鬼,,,
6184,certify,[?s?:t?fa?],证明,v.证实，证明；发证书给……,"to state officially, especially in writing, that something is true",He was certified dead by the doctor.,医生证明他已经去世。
6185,cynical,[?s?n?kl],愤世嫉俗的,adj. 愤世嫉俗的；恶意的,believing that people only do things to help themselves rather than for good or honest reasons,"With that cynical outlook, he feels disappointed about the society.",抱着那种愤世嫉俗的观点，他对这个社会感到非常失望。
6186,periodically,[?p??r?'?d?kl?],定期,定期,,,
6187,loneliness,['l??nl?n?s],孤独,n.孤独，寂寞,,She experienced terrible loneliness after the loss of her husband.,丈夫去世后，她饱受孤独之苦。
6188,merchandise,[?m?:t??nda?s],商品,n.商品，货品；  v.推销，经营,goods that are bought or sold; goods that are for sale in a shop/store; things you can buy that are connected with or that advertise a particular event or organization,The merchandise in this store is neatly folded and well presented.,这家店里的商品叠得整整齐齐，展示得很清楚。
6189,excel,[?k?sel],胜过,vi. 胜出；  vt. 优于,to be very good at doing something,The red man excels in running.,红色的小人在跑步中胜出了。
6190,blunt,[bl?nt],钝,adj.钝的；直率的；  v.感觉或需求减弱；变钝,without a sharp edge or point,These blunt pencils are no good for writing with.,这些钝铅笔不适合写字。
6191,authoritarian,[?:?θ?r??te?ri?n],专制,专制,,,
6192,astronomical,[??str??n?m?kl],天文,天文,,,
6193,gardening,['ɡɑ:dn??],园艺,n.园艺；园林工人的工作,"the activity of working in a garden, especially for pleasure",The family is doing gardening work in the garden.,这家人正在花园里做园艺工作。
6194,massage,[?m?sɑ:?],按摩,按摩,,,
6195,accidentally,[??ks?'dent?l?],偶然,偶然,,,
6196,gratitude,[?gr?t?tju:d],感激,n.感激，感谢,the feeling of being grateful and wanting to express your thanks,"On Father's Day, we show our gratitude to our fathers for raising us.",父亲节那天，我们向父亲表达感激之情，感谢他们辛勤养育我们。
6197,emperor,[?emp?r?(r)],皇帝,n. 皇帝,the ruler of an empire,"In ancient China, the emperor was the most powerful man.",在中国古代，皇帝是最有权力的人。
6198,outraged,['a?tre?d??d],愤怒,愤怒,,,
6199,affiliation,[??f?li?e??n],联系,n.联系，从属关系,,Each of these hospitals has an affiliation with the medical college.,这些医院都与这所医学院有从属联系。
6200,triple,[?tr?pl],三倍,adj.三倍的；  v.使成三倍,having three parts or involving three people or groups; three times as much or as many as something,The triple cheeseburger is the largest burger you can buy here.,这个有普通汉堡三倍大的芝士汉堡是你在这儿能买到的最大的汉堡。
6201,hue,[hju:],色调,色调,,,
6202,fungus,[?f??g?s],菌,菌,,,
6203,disparity,[d??sp?r?ti],差距,n. 不同，不一致，不等,"a difference, especially one connected with unfair treatment",There is great disparity between the rich and the poor in economy.,富人和穷人在经济状况上有很大差距。
6204,enzyme,[?enza?m],酶,n. 【生化】酶,a chemical substance in animals and plants that helps to cause natural processes (such as digestion),Saliva contains enzymes that are capable of breaking down bread in order to digest.,唾液中含有能分解面包以便消化的酶。
